name,country_id,country_code,country_name
Amazonas,48,CO,Colombia
Antioquia,48,CO,Colombia
Arauca,48,CO,Colombia
Atlántico,48,CO,Colombia
Bogotá D.C.,48,CO,Colombia
Bolívar,48,CO,Colombia
Boyacá,48,CO,Colombia
Caldas,48,CO,Colombia
Caquetá,48,CO,Colombia
Casanare,48,CO,Colombia
Cauca,48,CO,Colombia
Cesar,48,CO,Colombia
Chocó,48,CO,Colombia
Córdoba,48,CO,Colombia
Cundinamarca,48,CO,Colombia
Guainía,48,CO,Colombia
Guaviare,48,CO,Colombia
Huila,48,CO,Colombia
La Guajira,48,CO,Colombia
Magdalena,48,CO,Colombia
Meta,48,CO,Colombia
Nariño,48,CO,Colombia
Norte de Santander,48,CO,Colombia
Putumayo,48,CO,Colombia
Quindío,48,CO,Colombia
Risaralda,48,CO,Colombia
"San Andrés, Providencia y Santa Catalina",48,CO,Colombia
Santander,48,CO,Colombia
Sucre,48,CO,Colombia
Tolima,48,CO,Colombia
Valle del Cauca,48,CO,Colombia
Vaupés,48,CO,Colombia
Vichada,48,CO,Colombia
Anjouan,49,KM,Comoros
Grande Comore,49,KM,Comoros
Mohéli,49,KM,Comoros
Bouenza,50,CG,Congo
Brazzaville,50,CG,Congo
Cuvette,50,CG,Congo
Cuvette-Ouest,50,CG,Congo
Kouilou,50,CG,Congo
Lékoumou,50,CG,Congo
Likouala,50,CG,Congo
Niari,50,CG,Congo
Plateaux,50,CG,Congo
Pointe-Noire,50,CG,Congo
Pool,50,CG,Congo
Sangha,50,CG,Congo
Alajuela,53,CR,Costa Rica
Cartago,53,CR,Costa Rica
Guanacaste,53,CR,Costa Rica
Heredia,53,CR,Costa Rica
Limón,53,CR,Costa Rica
Puntarenas,53,CR,Costa Rica
San José,53,CR,Costa Rica
jelovar-Bilogora,55,HR,Croatia
rod-Posavina,55,HR,Croatia
ubrovnik-Neretva,55,HR,Croatia
stria,55,HR,Croatia
Karlovac,55,HR,Croatia
oprivnica-Križevci,55,HR,Croatia
rapina-Zagorje,55,HR,Croatia
ika-Senj,55,HR,Croatia
eđimurje,55,HR,Croatia
sijek-Baranja,55,HR,Croatia
ožega-Slavonia,55,HR,Croatia
rimorje-Gorski Kotar,55,HR,Croatia
ibenik-Knin,55,HR,Croatia
isak-Moslavina,55,HR,Croatia
plit-Dalmatia,55,HR,Croatia
araždin,55,HR,Croatia
irovitica-Podravina,55,HR,Croatia
ukovar-Syrmia,55,HR,Croatia
adar,55,HR,Croatia
agreb,55,HR,Croatia
rtemisa,56,CU,Cuba
amagüey,56,CU,Cuba
iego de Ávila,56,CU,Cuba
ienfuegos,56,CU,Cuba
ranma,56,CU,Cuba
uantánamo,56,CU,Cuba
avana,56,CU,Cuba
olguín,56,CU,Cuba
sla de la Juventud,56,CU,Cuba
as Tunas,56,CU,Cuba
atanzas,56,CU,Cuba
ayabeque,56,CU,Cuba
inar del Río,56,CU,Cuba
ancti Spíritus,56,CU,Cuba
antiago de Cuba,56,CU,Cuba
illa Clara,56,CU,Cuba
amagusta (Mağusa),57,CY,Cyprus
yrenia (Keryneia),57,CY,Cyprus
arnaca (Larnaka),57,CY,Cyprus
imassol (Leymasun),57,CY,Cyprus
icosia (Lefkoşa),57,CY,Cyprus
aphos (Pafos),57,CY,Cyprus
Benešov,58,CZ,Czech Republic
Beroun,58,CZ,Czech Republic
Blansko,58,CZ,Czech Republic
Břeclav,58,CZ,Czech Republic
Brno-město,58,CZ,Czech Republic
Brno-venkov,58,CZ,Czech Republic
Bruntál,58,CZ,Czech Republic
Česká Lípa,58,CZ,Czech Republic
České Budějovice,58,CZ,Czech Republic
Český Krumlov,58,CZ,Czech Republic
Cheb,58,CZ,Czech Republic
Chomutov,58,CZ,Czech Republic
Chrudim,58,CZ,Czech Republic
Děčín,58,CZ,Czech Republic
Domažlice,58,CZ,Czech Republic
Frýdek-Místek,58,CZ,Czech Republic
Havlíčkův Brod,58,CZ,Czech Republic
Hodonín,58,CZ,Czech Republic
Hradec Králové,58,CZ,Czech Republic
Jablonec nad Nisou,58,CZ,Czech Republic
Jeseník,58,CZ,Czech Republic
Jičín,58,CZ,Czech Republic
Jihlava,58,CZ,Czech Republic
Jihočeský kraj,58,CZ,Czech Republic
Jihomoravský kraj,58,CZ,Czech Republic
Jindřichův Hradec,58,CZ,Czech Republic
Karlovarský kraj,58,CZ,Czech Republic
Karlovy Vary,58,CZ,Czech Republic
Karviná,58,CZ,Czech Republic
Kladno,58,CZ,Czech Republic
Klatovy,58,CZ,Czech Republic
Kolín,58,CZ,Czech Republic
Kraj Vysočina,58,CZ,Czech Republic
Královéhradecký kraj,58,CZ,Czech Republic
Kroměříž,58,CZ,Czech Republic
Kutná Hora,58,CZ,Czech Republic
Liberec,58,CZ,Czech Republic
Liberecký kraj,58,CZ,Czech Republic
Litoměřice,58,CZ,Czech Republic
Louny,58,CZ,Czech Republic
Mělník,58,CZ,Czech Republic
Mladá Boleslav,58,CZ,Czech Republic
Moravskoslezský kraj,58,CZ,Czech Republic
Most,58,CZ,Czech Republic
Náchod,58,CZ,Czech Republic
Nový Jičín,58,CZ,Czech Republic
Nymburk,58,CZ,Czech Republic
Olomouc,58,CZ,Czech Republic
Olomoucký kraj,58,CZ,Czech Republic
Opava,58,CZ,Czech Republic
Ostrava-město,58,CZ,Czech Republic
Pardubice,58,CZ,Czech Republic
Pardubický kraj,58,CZ,Czech Republic
Pelhřimov,58,CZ,Czech Republic
Písek,58,CZ,Czech Republic
Plzeň-jih,58,CZ,Czech Republic
Plzeň-město,58,CZ,Czech Republic
Plzeň-sever,58,CZ,Czech Republic
Plzeňský kraj,58,CZ,Czech Republic
Prachatice,58,CZ,Czech Republic
Praha-východ,58,CZ,Czech Republic
Praha-západ,58,CZ,Czech Republic
"Praha, Hlavní město",58,CZ,Czech Republic
Přerov,58,CZ,Czech Republic
Příbram,58,CZ,Czech Republic
Prostějov,58,CZ,Czech Republic
Rakovník,58,CZ,Czech Republic
Rokycany,58,CZ,Czech Republic
Rychnov nad Kněžnou,58,CZ,Czech Republic
Semily,58,CZ,Czech Republic
Sokolov,58,CZ,Czech Republic
Strakonice,58,CZ,Czech Republic
Středočeský kraj,58,CZ,Czech Republic
Šumperk,58,CZ,Czech Republic
Svitavy,58,CZ,Czech Republic
Tábor,58,CZ,Czech Republic
Tachov,58,CZ,Czech Republic
Teplice,58,CZ,Czech Republic
Třebíč,58,CZ,Czech Republic
Trutnov,58,CZ,Czech Republic
Uherské Hradiště,58,CZ,Czech Republic
Ústecký kraj,58,CZ,Czech Republic
Ústí nad Labem,58,CZ,Czech Republic
Ústí nad Orlicí,58,CZ,Czech Republic
Vsetín,58,CZ,Czech Republic
Vyškov,58,CZ,Czech Republic
Žďár nad Sázavou,58,CZ,Czech Republic
Zlín,58,CZ,Czech Republic
Zlínský kraj,58,CZ,Czech Republic
Znojmo,58,CZ,Czech Republic
Bas-Uélé,51,CD,Democratic Republic of the Congo
Équateur,51,CD,Democratic Republic of the Congo
Haut-Katanga,51,CD,Democratic Republic of the Congo
Haut-Lomami,51,CD,Democratic Republic of the Congo
Haut-Uélé,51,CD,Democratic Republic of the Congo
Ituri,51,CD,Democratic Republic of the Congo
Kasaï,51,CD,Democratic Republic of the Congo
Kasaï Central,51,CD,Democratic Republic of the Congo
Kasaï Oriental,51,CD,Democratic Republic of the Congo
Kinshasa,51,CD,Democratic Republic of the Congo
Kongo Central,51,CD,Democratic Republic of the Congo
Kwango,51,CD,Democratic Republic of the Congo
Kwilu,51,CD,Democratic Republic of the Congo
Lomami,51,CD,Democratic Republic of the Congo
Lualaba,51,CD,Democratic Republic of the Congo
Mai-Ndombe,51,CD,Democratic Republic of the Congo
Maniema,51,CD,Democratic Republic of the Congo
